1000 Bornes - Coups-Fourres et Courses Folles! (France).zip,1000 Bornes - Coups-Fourres et Courses Folles! (France).nds,16
"1000 Cooking Recipes from Elle a Table (Europe) (En,Fr,De,Es,It) (NDSi Enhanced).zip","1000 Cooking Recipes from Elle a Table (Europe) (En,Fr,De,Es,It) (NDSi Enhanced).nds",128
1001 Crosswords (Europe).zip,1001 Crosswords (Europe).nds,8
"1001 Touch Games (Europe) (En,Fr,It,Nl).zip","1001 Touch Games (Europe) (En,Fr,It,Nl).nds",32
1001 Touch Games (Europe).zip,1001 Touch Games (Europe).nds,32
1001 Touch Games (Germany).zip,1001 Touch Games (Germany).nds,32
1001 Touch Games (USA).zip,1001 Touch Games (USA).nds,32
"101 Dino Pets (Europe) (En,Fr,De,It).zip","101 Dino Pets (Europe) (En,Fr,De,It).nds",16
"101 in 1 Explosive Megamix (Europe) (En,Fr,De,Es,It,Nl).zip","101 in 1 Explosive Megamix (Europe) (En,Fr,De,Es,It,Nl).nds",32
"101 in 1 Explosive Megamix (USA) (En,Fr,Es).zip","101 in 1 Explosive Megamix (USA) (En,Fr,Es).nds",32
"101 in 1 Sports Megamix (Europe) (En,Fr,De,Es,It,Nl).zip","101 in 1 Sports Megamix (Europe) (En,Fr,De,Es,It,Nl).nds",32
"101 in 1 Sports Megamix (USA) (En,Fr,Es).zip","101 in 1 Sports Megamix (USA) (En,Fr,Es).nds",32
"11 Card Games (Europe) (En,De,Es).zip","11 Card Games (Europe) (En,De,Es).nds",8
12 Family Games (Europe) [b].zip,12 Family Games (Europe) [b].nds,8
123 Sesame Street - Cookie's Counting Carnival - The Videogame (Australia).zip,123 Sesame Street - Cookie's Counting Carnival - The Videogame (Australia).nds,16
123 Sesame Street - Cookie's Counting Carnival - The Videogame (USA).zip,123 Sesame Street - Cookie's Counting Carnival - The Videogame (USA).nds,16
123 Sesame Street - Elmo's A-to-Zoo Adventure - The Videogame (Australia).zip,123 Sesame Street - Elmo's A-to-Zoo Adventure - The Videogame (Australia).nds,32
123 Sesame Street - Elmo's A-to-Zoo Adventure - The Videogame (USA).zip,123 Sesame Street - Elmo's A-to-Zoo Adventure - The Videogame (USA).nds,32
"123 Sesame Street - Ready, Set, Grover! - With Elmo - The Videogame (USA) (En,Es).zip","123 Sesame Street - Ready, Set, Grover! - With Elmo - The Videogame (USA) (En,Es).nds",128
1500 DS Spirits - Mahjong V (Japan).zip,1500 DS Spirits - Mahjong V (Japan).nds,16
1500 DS Spirits - Shougi V (Japan).zip,1500 DS Spirits - Shougi V (Japan).nds,8
1500 DS Spirits Vol. 1 - Mahjong (Japan).zip,1500 DS Spirits Vol. 1 - Mahjong (Japan).nds,8
1500 DS Spirits Vol. 10 - Igo (Japan).zip,1500 DS Spirits Vol. 10 - Igo (Japan).nds,8
1500 DS Spirits Vol. 2 - Shougi (Japan).zip,1500 DS Spirits Vol. 2 - Shougi (Japan).nds,8
1500 DS Spirits Vol. 3 - Block Kuzushi (Japan).zip,1500 DS Spirits Vol. 3 - Block Kuzushi (Japan).nds,8
1500 DS Spirits Vol. 4 - Reversi (Japan).zip,1500 DS Spirits Vol. 4 - Reversi (Japan).nds,8
1500 DS Spirits Vol. 5 - Hanafuda (Japan).zip,1500 DS Spirits Vol. 5 - Hanafuda (Japan).nds,8
1500 DS Spirits Vol. 6 - Trump (Japan).zip,1500 DS Spirits Vol. 6 - Trump (Japan).nds,8
1500 DS Spirits Vol. 7 - Chess (Japan).zip,1500 DS Spirits Vol. 7 - Chess (Japan).nds,8
1500 DS Spirits Vol. 8 - Darts (Japan).zip,1500 DS Spirits Vol. 8 - Darts (Japan).nds,8
1500 DS Spirits Vol. 9 - 2-nin Uchi Mahjong (Japan).zip,1500 DS Spirits Vol. 9 - 2-nin Uchi Mahjong (Japan).nds,8
"18 Card Games (Europe) (En,Fr,De,Es,Nl).zip","18 Card Games (Europe) (En,Fr,De,Es,Nl).nds",8
18 Classic Card Games (USA).zip,18 Classic Card Games (USA).nds,8
1seg Jushin Adapter - DS Television (Japan).zip,1seg Jushin Adapter - DS Television (Japan).nds,8
2 Game Pack - My Amusement Park + Digging for Dinosaurs (USA).zip,2 Game Pack - My Amusement Park + Digging for Dinosaurs (USA).nds,32
2 Game Pack! - Monster Trucks Mayhem + ATV - Thunder Ridge Riders (USA).zip,2 Game Pack! - Monster Trucks Mayhem + ATV - Thunder Ridge Riders (USA).nds,8
"2 Games in 1 - Jewel Master - Cradle of Egypt + Mahjongg - Ancient Egypt (Europe) (En,Fr,De,Es,It,Nl).zip","2 Games in 1 - Jewel Master - Cradle of Egypt + Mahjongg - Ancient Egypt (Europe) (En,Fr,De,Es,It,Nl).nds",8
"2 Games on 1 Card - Monster Trucks Mayhem & ATV - Thunder Ridge Riders (Europe) (En,Fr,De,Es,It).zip","2 Games on 1 Card - Monster Trucks Mayhem & ATV - Thunder Ridge Riders (Europe) (En,Fr,De,Es,It).nds",8
2 in 1 - Best of Bibi Blocksberg - Neustadt im Hex-Chaos + Das Gestohlene Hexbuch (Germany).zip,2 in 1 - Best of Bibi Blocksberg - Neustadt im Hex-Chaos + Das Gestohlene Hexbuch (Germany).nds,64
2 in 1 - Best Of Bibi Und Tina - Die Grosse Schnitzeljagd + Das Grosse Unwetter (Germany).zip,2 in 1 - Best Of Bibi Und Tina - Die Grosse Schnitzeljagd + Das Grosse Unwetter (Germany).nds,32
"2 in 1 - Mahjong + Mahjong Around the World (Europe) (En,Fr,De,Es,It,Nl).zip","2 in 1 - Mahjong + Mahjong Around the World (Europe) (En,Fr,De,Es,It,Nl).nds",16
"2 in 1 - Music for Kids + Englisch Macht Spass - Eine Reise nach London! (Europe) (En,De) (NDSi Enhanced).zip","2 in 1 - Music for Kids + Englisch Macht Spass - Eine Reise nach London! (Europe) (En,De) (NDSi Enhanced).nds",64
"2 in 1 - My Little Baby + My Boyfriend (Europe) (En,Fr,De,Es,It,Sv,No,Da).zip","2 in 1 - My Little Baby + My Boyfriend (Europe) (En,Fr,De,Es,It,Sv,No,Da).nds",32
"2 in 1 - My Pet Hotel + My Vet Practice - In the Country (Europe) (En,Fr,De).zip","2 in 1 - My Pet Hotel + My Vet Practice - In the Country (Europe) (En,Fr,De).nds",64
"2 in 1 - My Pet Hotel 2 + My Vet Practice - In the Country (Europe) (Fr,De).zip","2 in 1 - My Pet Hotel 2 + My Vet Practice - In the Country (Europe) (Fr,De).nds",64
"2 in 1 - My Pet School + Best Friends - My Horse (Europe) (En,Fr,De).zip","2 in 1 - My Pet School + Best Friends - My Horse (Europe) (En,Fr,De).nds",64
"2 in 1 - My Riding Stables + My Riding Stables - Life with Horses (Europe) (En,Fr,De,Es,It).zip","2 in 1 - My Riding Stables + My Riding Stables - Life with Horses (Europe) (En,Fr,De,Es,It).nds",64
"2 in 1 - My Riding Stables + My Western Horse (Europe) (En,Fr,De).zip","2 in 1 - My Riding Stables + My Western Horse (Europe) (En,Fr,De).nds",32
"2 in 1 - My Vet Practice + My Pet Hotel 2 (Europe) (En,Fr,De,Es,It).zip","2 in 1 - My Vet Practice + My Pet Hotel 2 (Europe) (En,Fr,De,Es,It).nds",64
2-Pack - Pinkalicious - It's Party Time! & Silverlicious - Sweet Adventure (USA).zip,2-Pack - Pinkalicious - It's Party Time! & Silverlicious - Sweet Adventure (USA).nds,32
200 Klassische Buecher (Germany).zip,200 Klassische Buecher (Germany).nds,16
"2006 FIFA World Cup - Germany 2006 (Europe) (En,Fr,De,Es,It).zip","2006 FIFA World Cup - Germany 2006 (Europe) (En,Fr,De,Es,It).nds",32
2006 FIFA World Cup - Germany 2006 (USA).zip,2006 FIFA World Cup - Germany 2006 (USA).nds,32
2006-Nen 10-Gatsu Taikenban Soft (Japan) (Demo) (Kiosk).zip,2006-Nen 10-Gatsu Taikenban Soft (Japan) (Demo) (Kiosk).nds,128
"3 Game Pack! - Cradle of Rome + Cradle of Athena + Cradle of Egypt (Europe) (En,Fr,De,Es,It,Nl) (Rev 1).zip","3 Game Pack! - Cradle of Rome + Cradle of Athena + Cradle of Egypt (Europe) (En,Fr,De,Es,It,Nl) (Rev 1).nds",16
"3 Game Pack! - Cradle of Rome + Cradle of Athena + Cradle of Egypt (Europe) (En,Fr,De,Es,It,Nl).zip","3 Game Pack! - Cradle of Rome + Cradle of Athena + Cradle of Egypt (Europe) (En,Fr,De,Es,It,Nl).nds",16
"3 Game Pack! - Uno & Skip-Bo & Uno Free Fall (Europe) (En,Fr,De,Es,It).zip","3 Game Pack! - Uno & Skip-Bo & Uno Free Fall (Europe) (En,Fr,De,Es,It).nds",8
3 Game Pack! - Uno + Skip-Bo + Uno Free Fall (USA).zip,3 Game Pack! - Uno + Skip-Bo + Uno Free Fall (USA).nds,8
"3 in 1 - Animals (Europe) (En,Fr,De).zip","3 in 1 - Animals (Europe) (En,Fr,De).nds",64
"3 in 1 - Horses (Europe) (En,Fr,De).zip","3 in 1 - Horses (Europe) (En,Fr,De).nds",64
"3 in 1 - My Horse + My Vet Practice + My Vet Practice in the Country (Europe) (Fr,De,It).zip","3 in 1 - My Horse + My Vet Practice + My Vet Practice in the Country (Europe) (Fr,De,It).nds",64
"3 in 1 - My Riding Stables + My Pet School + My Western Horse (Europe) (Fr,De,It).zip","3 in 1 - My Riding Stables + My Pet School + My Western Horse (Europe) (Fr,De,It).nds",64
"3 in 1 - My Riding Stables - Life with Horses + My Pet Hotel 2 & + My Pet School (Europe) (Fr,De,It).zip","3 in 1 - My Riding Stables - Life with Horses + My Pet Hotel 2 & + My Pet School (Europe) (Fr,De,It).nds",64
"3 in 1 - My Vet Practice & Riding Star & My Vet Practice in Australia (Europe) (En,Fr,De,Es,It).zip","3 in 1 - My Vet Practice & Riding Star & My Vet Practice in Australia (Europe) (En,Fr,De,Es,It).nds",64
"3 in 1 - Solitaire, Mahjong & Tangram (Europe) (En,Fr,De,Es,It,Nl).zip","3 in 1 - Solitaire, Mahjong & Tangram (Europe) (En,Fr,De,Es,It,Nl).nds",8
"4 Elements (Europe) (Fr,De).zip","4 Elements (Europe) (Fr,De).nds",16
"4 Elements (Europe) (Fr,Nl).zip","4 Elements (Europe) (Fr,Nl).nds",16
4 Elements (Europe).zip,4 Elements (Europe).nds,16
4 Game Fun Pack - Monopoly + Boggle + Yahtzee + Battleship (Europe).zip,4 Game Fun Pack - Monopoly + Boggle + Yahtzee + Battleship (Europe).nds,32
4 Game Fun Pack - Monopoly + Boggle + Yahtzee + Battleship (USA).zip,4 Game Fun Pack - Monopoly + Boggle + Yahtzee + Battleship (USA).nds,32
4 Game Pack! - Battleship + Connect Four + Sorry! + Trouble (USA).zip,4 Game Pack! - Battleship + Connect Four + Sorry! + Trouble (USA).nds,8
4 Game Pack! - Clue + Aggravation + Perfection + Mouse Trap (USA).zip,4 Game Pack! - Clue + Aggravation + Perfection + Mouse Trap (USA).nds,8
4 in 1 - Meine Tierarztpraxis + Meine Tierpension + Mein Gestuet + Mein Pferd (Germany).zip,4 in 1 - Meine Tierarztpraxis + Meine Tierpension + Mein Gestuet + Mein Pferd (Germany).nds,64
4 Kyouka Perfect Clear DS (Japan).zip,4 Kyouka Perfect Clear DS (Japan).nds,32
4 Kyouka Perfect Clear DS - Eigo Onsei Tsuki (Japan).zip,4 Kyouka Perfect Clear DS - Eigo Onsei Tsuki (Japan).nds,128
"42 All-Time Classics (Europe) (En,Fr,De,Es,It) (Rev 1).zip","42 All-Time Classics (Europe) (En,Fr,De,Es,It) (Rev 1).nds",16
"42 All-Time Classics (Europe) (En,Fr,De,Es,It).zip","42 All-Time Classics (Europe) (En,Fr,De,Es,It).nds",16
5-kyuu kara 1-kyuu Kanzen Taiou Saishin Kako Mondai - Nijishiken Taisaku - Eiken Kanzenban (Japan) (Rev 1) [b].zip,5-kyuu kara 1-kyuu Kanzen Taiou Saishin Kako Mondai - Nijishiken Taisaku - Eiken Kanzenban (Japan) (Rev 1) [b].nds,110
5-Nen Kanji Keisan Nigate Hunter DS (Japan).zip,5-Nen Kanji Keisan Nigate Hunter DS (Japan).nds,16
"50 Classic Games (Europe) (En,Fr,De,Es,It,Nl).zip","50 Classic Games (Europe) (En,Fr,De,Es,It,Nl).nds",8
50 Classic Games (USA) (Rev 1).zip,50 Classic Games (USA) (Rev 1).nds,8
50 Classic Games (USA).zip,50 Classic Games (USA).nds,8
"50 Jeux Incontournables (Europe) (En,Fr,De,Es,It,Nl) [b].zip","50 Jeux Incontournables (Europe) (En,Fr,De,Es,It,Nl) [b].nds",8
50 More Classic Games (USA).zip,50 More Classic Games (USA).nds,8
7 Wonders - Treasures of Seven (Europe).zip,7 Wonders - Treasures of Seven (Europe).nds,8
"7 Wonders - Treasures of Seven (France) (Fr,Nl).zip","7 Wonders - Treasures of Seven (France) (Fr,Nl).nds",16
7 Wonders - Treasures of Seven (USA).zip,7 Wonders - Treasures of Seven (USA).nds,8
"7 Wonders II (Europe) (En,Fr).zip","7 Wonders II (Europe) (En,Fr).nds",16
7 Wonders II (Europe).zip,7 Wonders II (Europe).nds,16
7 Wonders II (Germany) [b].zip,7 Wonders II (Germany) [b].nds,16
7 Wonders II (USA).zip,7 Wonders II (USA).nds,16
"7 Wonders of the Ancient World (Europe) (En,Fr,De,Es,It).zip","7 Wonders of the Ancient World (Europe) (En,Fr,De,Es,It).nds",16
7 Wonders of the Ancient World (USA).zip,7 Wonders of the Ancient World (USA).nds,8
700 Mannin no Atama o Yokusuru - Chou Keisan DS - 13000 Mon + Image Keisan (Japan).zip,700 Mannin no Atama o Yokusuru - Chou Keisan DS - 13000 Mon + Image Keisan (Japan).nds,8
7th Dragon (Japan).zip,7th Dragon (Japan).nds,128
"8BallAllstars (Europe) (En,Fr,De,Es,It).zip","8BallAllstars (Europe) (En,Fr,De,Es,It).nds",8
99 no Namida (Japan).zip,99 no Namida (Japan).nds,32
A Prendre ou a Laisser - Le Jeu Officiel (France).zip,A Prendre ou a Laisser - Le Jeu Officiel (France).nds,8
A Ressha de Ikou DS (Japan).zip,A Ressha de Ikou DS (Japan).nds,32
A-Max Boxing (Japan) (Proto).zip,A-Max Boxing (Japan) (Proto).nds,1
A-Max Tennis (Japan) (En) (Proto).zip,A-Max Tennis (Japan) (En) (Proto).nds,0
Ab durch die Hecke (Germany).zip,Ab durch die Hecke (Germany).nds,32
Ace Attorney Investigations - Miles Edgeworth (Europe).zip,Ace Attorney Investigations - Miles Edgeworth (Europe).nds,64
Ace Attorney Investigations - Miles Edgeworth (USA).zip,Ace Attorney Investigations - Miles Edgeworth (USA).nds,64
Acekard 2 (World) (Unl).zip,Acekard 2 (World) (Unl).nds,0
Acekard 2 (World) (v2.1) (Unl).zip,Acekard 2 (World) (v2.1) (Unl).nds,0
Acekard 2i (World) (Unl).zip,Acekard 2i (World) (Unl).nds,0
Acekard R.P.G. (World) (Unl).zip,Acekard R.P.G. (World) (Unl).nds,0
Action Replay DS (World) (v1.00) (Unl) [b].zip,Action Replay DS (World) (v1.00) (Unl) [b].nds,16
Action Replay DS (World) (v1.02) (Unl).zip,Action Replay DS (World) (v1.02) (Unl).nds,16
Action Replay DS (World) (v1.54) (Unl) [b].zip,Action Replay DS (World) (v1.54) (Unl) [b].nds,16
"Actionloop (Europe) (En,Fr,De,Es,It).zip","Actionloop (Europe) (En,Fr,De,Es,It).nds",8
Active Health with Carol Vorderman (Europe).zip,Active Health with Carol Vorderman (Europe).nds,64
"Actua Pool (Europe) (En,De,Es,It).zip","Actua Pool (Europe) (En,De,Es,It).nds",8
Actua Pool (France).zip,Actua Pool (France).nds,8
"Addy - Do You Speak English (Europe) (Fr,De,Es,It).zip","Addy - Do You Speak English (Europe) (Fr,De,Es,It).nds",16
Addy Junior - Mein Koerper (Germany).zip,Addy Junior - Mein Koerper (Germany).nds,64
"Adi l'Entraineur - Mathematiques, Francais 6e & 5e (France) [b].zip","Adi l'Entraineur - Mathematiques, Francais 6e & 5e (France) [b].nds",16
"Adi l'Entraineur - Mathematiques, Francais CE1-CE2 (France) [b].zip","Adi l'Entraineur - Mathematiques, Francais CE1-CE2 (France) [b].nds",16
"Adi l'Entraineur - Mathematiques, Francais CM1-CM2 (France) [b].zip","Adi l'Entraineur - Mathematiques, Francais CM1-CM2 (France) [b].nds",16
Adi l'Entraineur - Objectif Anglais (France).zip,Adi l'Entraineur - Objectif Anglais (France).nds,16
Adibou - Je Joue a Lire et a Compter (France) [b].zip,Adibou - Je Joue a Lire et a Compter (France) [b].nds,32
Adibou - Je Joue avec les Lettres et les Nombres (France) [b].zip,Adibou - Je Joue avec les Lettres et les Nombres (France) [b].nds,32
Adibou Aventure - J'Explore le Corps Humain (France).zip,Adibou Aventure - J'Explore le Corps Humain (France).nds,64
"Advance Wars - Dark Conflict (Europe) (En,Fr,De,Es,It).zip","Advance Wars - Dark Conflict (Europe) (En,Fr,De,Es,It).nds",64
Advance Wars - Days of Ruin (USA) (Demo) (Kiosk).zip,Advance Wars - Days of Ruin (USA) (Demo) (Kiosk).nds,64
"Advance Wars - Days of Ruin (USA) (En,Fr,Es).zip","Advance Wars - Days of Ruin (USA) (En,Fr,Es).nds",64
"Advance Wars - Dual Strike (Europe) (En,Fr,De,Es,It).zip","Advance Wars - Dual Strike (Europe) (En,Fr,De,Es,It).nds",32
Advance Wars - Dual Strike (USA).zip,Advance Wars - Dual Strike (USA).nds,32
Adventure Time - Hey Ice King! Why'd You Steal Our Garbage!! (USA).zip,Adventure Time - Hey Ice King! Why'd You Steal Our Garbage!! (USA).nds,32
Adventures of Pinocchio (Europe).zip,Adventures of Pinocchio (Europe).nds,32
Affari Tuoi (Italy).zip,Affari Tuoi (Italy).nds,8
AFL Mascot Manor (Australia).zip,AFL Mascot Manor (Australia).nds,64
Again - FBI Chou Shinri Sousakan (Japan).zip,Again - FBI Chou Shinri Sousakan (Japan).nds,128
Again - Interactive Crime Novel (USA).zip,Again - Interactive Crime Novel (USA).nds,128
"Agatha Christie - The ABC Murders (Europe) (En,Fr,De,Es,It).zip","Agatha Christie - The ABC Murders (Europe) (En,Fr,De,Es,It).nds",16
"Agatha Christie - The ABC Murders (Europe) (En,Fr,De,Es,Nl).zip","Agatha Christie - The ABC Murders (Europe) (En,Fr,De,Es,Nl).nds",16
"Agatha Christie - The ABC Murders (USA) (En,Fr,Es).zip","Agatha Christie - The ABC Murders (USA) (En,Fr,Es).nds",16
"Age of Empires - Mythologies (Europe) (En,Fr,De,Es,It).zip","Age of Empires - Mythologies (Europe) (En,Fr,De,Es,It).nds",128
"Age of Empires - Mythologies (USA) (En,Fr).zip","Age of Empires - Mythologies (USA) (En,Fr).nds",128
"Age of Empires - The Age of Kings (Europe) (En,Es,It).zip","Age of Empires - The Age of Kings (Europe) (En,Es,It).nds",64
"Age of Empires - The Age of Kings (Europe) (En,Fr,De).zip","Age of Empires - The Age of Kings (Europe) (En,Fr,De).nds",64
Age of Empires - The Age of Kings (USA).zip,Age of Empires - The Age of Kings (USA).nds,64
Aibou DS (Japan).zip,Aibou DS (Japan).nds,128
Air Traffic Chaos (USA).zip,Air Traffic Chaos (USA).nds,16
Akachan wa Doko kara Kuru no (Japan).zip,Akachan wa Doko kara Kuru no (Japan).nds,128
Akagawa Jirou Mystery - Tsuki no Hikari - Shizumeru Kane no Satsujin (Japan).zip,Akagawa Jirou Mystery - Tsuki no Hikari - Shizumeru Kane no Satsujin (Japan).nds,128
Akagawa Jirou Mystery - Yasoukyoku - Hon ni Manekareta Satsujin (Japan).zip,Akagawa Jirou Mystery - Yasoukyoku - Hon ni Manekareta Satsujin (Japan).nds,128
Akai Ito Destiny DS (Japan).zip,Akai Ito Destiny DS (Japan).nds,128
Akai Ito DS (Japan).zip,Akai Ito DS (Japan).nds,128
Akko de Pon! - Ikasama Hourouki (Japan).zip,Akko de Pon! - Ikasama Hourouki (Japan).nds,32
Akko ni Omakase! - Brain Shock (Japan).zip,Akko ni Omakase! - Brain Shock (Japan).nds,64
Akogare Girls Collection - Lovely Youchien Nikki (Japan).zip,Akogare Girls Collection - Lovely Youchien Nikki (Japan).nds,16
Akogare Girls Collection - Mister Donut DS (Japan).zip,Akogare Girls Collection - Mister Donut DS (Japan).nds,16
Akogare Girls Collection - Ohanaya-san Monogatari (Japan).zip,Akogare Girls Collection - Ohanaya-san Monogatari (Japan).nds,32
Akogare Girls Collection - Pika Pika Nurse Monogatari (Japan) [b].zip,Akogare Girls Collection - Pika Pika Nurse Monogatari (Japan) [b].nds,32
Akogare Girls Collection - Suteki ni Nurse Days (Japan).zip,Akogare Girls Collection - Suteki ni Nurse Days (Japan).nds,8
Akumajou Dracula - Gallery of Labyrinth (Japan) (Rev 1).zip,Akumajou Dracula - Gallery of Labyrinth (Japan) (Rev 1).nds,64
Akumajou Dracula - Gallery of Labyrinth (Japan).zip,Akumajou Dracula - Gallery of Labyrinth (Japan).nds,64
Akumajou Dracula - Sougetsu no Juujika (Japan) (Rev 1).zip,Akumajou Dracula - Sougetsu no Juujika (Japan) (Rev 1).nds,64
Akumajou Dracula - Ubawareta Kokuin (Japan).zip,Akumajou Dracula - Ubawareta Kokuin (Japan).nds,64
ALC no 10-punkan Eigo Master - Chuukyuu (Japan) (Rev 1).zip,ALC no 10-punkan Eigo Master - Chuukyuu (Japan) (Rev 1).nds,64
ALC no 10-punkan Eigo Master - Chuukyuu (Japan).zip,ALC no 10-punkan Eigo Master - Chuukyuu (Japan).nds,64
ALC no 10-punkan Eigo Master - Joukyuu (Japan) (Rev 1).zip,ALC no 10-punkan Eigo Master - Joukyuu (Japan) (Rev 1).nds,64
ALC no 10-punkan Eigo Master - Shokyuu (Japan) (Rev 1).zip,ALC no 10-punkan Eigo Master - Shokyuu (Japan) (Rev 1).nds,64
ALC no 10-punkan Eigo Master - Shokyuu (Japan).zip,ALC no 10-punkan Eigo Master - Shokyuu (Japan).nds,64
"Alex Rider - Stormbreaker (Europe) (En,Fr,De,Es).zip","Alex Rider - Stormbreaker (Europe) (En,Fr,De,Es).nds",32
Alex Rider - Stormbreaker (Europe).zip,Alex Rider - Stormbreaker (Europe).nds,32
Alex Rider - Stormbreaker (USA).zip,Alex Rider - Stormbreaker (USA).nds,32
"Alice in Wonderland (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced).zip","Alice in Wonderland (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced).nds",64
"Alice in Wonderland (USA) (En,Fr,Es) (NDSi Enhanced).zip","Alice in Wonderland (USA) (En,Fr,Es) (NDSi Enhanced).nds",64
"Aliens - Infestation (Europe) (En,Fr,De).zip","Aliens - Infestation (Europe) (En,Fr,De).nds",32
"Aliens - Infestation (USA) (En,Fr,De).zip","Aliens - Infestation (USA) (En,Fr,De).nds",32
"Aliens in the Attic (Europe) (En,Fr,De,Es,It,Nl).zip","Aliens in the Attic (Europe) (En,Fr,De,Es,It,Nl).nds",32
"Aliens in the Attic (USA) (En,Fr,De,Es,It,Nl).zip","Aliens in the Attic (USA) (En,Fr,De,Es,It,Nl).nds",32
All Kamen Rider - Rider Generation (Japan).zip,All Kamen Rider - Rider Generation (Japan).nds,64
All Kamen Rider - Rider Generation 2 (Japan).zip,All Kamen Rider - Rider Generation 2 (Japan).nds,128
All Star Cheer Squad (USA).zip,All Star Cheer Squad (USA).nds,64
"All Star Cheerleader (Europe) (En,De,Es).zip","All Star Cheerleader (Europe) (En,De,Es).nds",64
"All Star Cheerleader (Europe) (Sv,No,Da,Fi).zip","All Star Cheerleader (Europe) (Sv,No,Da,Fi).nds",64
Allez Raconte (France).zip,Allez Raconte (France).nds,64
"Allied Ace Pilots (Europe) (En,Fr,De,Es,It).zip","Allied Ace Pilots (Europe) (En,Fr,De,Es,It).nds",16
"Alpha and Omega (Europe) (En,Fr,De,Es,It).zip","Alpha and Omega (Europe) (En,Fr,De,Es,It).nds",32
Alpha and Omega (USA).zip,Alpha and Omega (USA).nds,32
Alssongdalssong - Myeonghwatamheom DS (Korea) [b].zip,Alssongdalssong - Myeonghwatamheom DS (Korea) [b].nds,64
"Alvin and the Chipmunks (Europe) (En,Fr,De,Es,It).zip","Alvin and the Chipmunks (Europe) (En,Fr,De,Es,It).nds",64
"Alvin and the Chipmunks (USA) (En,Fr).zip","Alvin and the Chipmunks (USA) (En,Fr).nds",64
"Alvin and the Chipmunks - Chipwrecked (Europe) (Fr,De,Es,It).zip","Alvin and the Chipmunks - Chipwrecked (Europe) (Fr,De,Es,It).nds",64
Alvin and the Chipmunks - Chipwrecked (Europe).zip,Alvin and the Chipmunks - Chipwrecked (Europe).nds,64
"Alvin and the Chipmunks - Chipwrecked (USA) (En,Fr).zip","Alvin and the Chipmunks - Chipwrecked (USA) (En,Fr).nds",64
"Alvin and the Chipmunks - The Squeakquel (Europe) (En,Fr,De).zip","Alvin and the Chipmunks - The Squeakquel (Europe) (En,Fr,De).nds",64
Alvin and the Chipmunks - The Squeakquel (USA).zip,Alvin and the Chipmunks - The Squeakquel (USA).nds,64
"Aly & AJ Adventure, The (Europe) (En,Fr,De,Es,It).zip","Aly & AJ Adventure, The (Europe) (En,Fr,De,Es,It).nds",8
"Aly & AJ Adventure, The (USA).zip","Aly & AJ Adventure, The (USA).nds",8
"Amazing Adventures - The Forgotten Ruins (Europe) (En,Fr,De,Es,It).zip","Amazing Adventures - The Forgotten Ruins (Europe) (En,Fr,De,Es,It).nds",32
Amazing Adventures - The Forgotten Ruins (USA).zip,Amazing Adventures - The Forgotten Ruins (USA).nds,32
